YEAR,REGION,SPECIES_CD,biomass,var,n,nm,N,NM
2003,FLA KEYS,GIN CIRR,0.09052579713839531,0.0022322265357266804,237,434,16893,3823793.000748641
2003,FLA KEYS,SPH LEWI,0,0,237,434,16893,3823793.000748641
2003,FLA KEYS,SPH MOKA,0.8458498279685709,0.6486916717473237,237,434,16893,3823793.000748641
2003,FLA KEYS,SPH TIBU,0,0,237,434,16893,3823793.000748641
2004,FLA KEYS,CAR FALC,0,0,127,244,16771,3796177.8497339403
2004,FLA KEYS,CAR LEUC,0.018439591024797697,3.3950757981696567e-4,127,244,16771,3796177.8497339403
2004,FLA KEYS,CAR LIMB,0,0,127,244,16771,3796177.8497339403
2004,FLA KEYS,CAR PERE,0.004478597142359508,2.0027691959150114e-5,127,244,16771,3796177.8497339403
2004,FLA KEYS,GIN CIRR,0.24385344832661685,0.01857777470280267,127,244,16771,3796177.8497339403
2004,FLA KEYS,SPH LEWI,0,0,127,244,16771,3796177.8497339403
2004,FLA KEYS,SPH MOKA,0,0,127,244,16771,3796177.8497339403
2004,FLA KEYS,SPH TIBU,0,0,127,244,16771,3796177.8497339403
2005,FLA KEYS,CAR FALC,0,0,256,498,16893,3823793.000748641
2005,FLA KEYS,CAR LEUC,0,0,256,498,16893,3823793.000748641
2005,FLA KEYS,CAR LIMB,0,0,256,498,16893,3823793.000748641
2005,FLA KEYS,CAR PERE,0.011018774395138268,6.266345573515081e-5,256,498,16893,3823793.000748641
2005,FLA KEYS,GIN CIRR,0.3852960676262105,0.03385815551373687,256,498,16893,3823793.000748641
2005,FLA KEYS,SPH LEWI,0,0,256,498,16893,3823793.000748641
2005,FLA KEYS,SPH MOKA,0,0,256,498,16893,3823793.000748641
2005,FLA KEYS,SPH TIBU,0,0,256,498,16893,3823793.000748641
2006,FLA KEYS,CAR FALC,0,0,328,593,16893,3823793.000748641
2006,FLA KEYS,CAR LEUC,0,0,328,593,16893,3823793.000748641
2006,FLA KEYS,CAR LIMB,0,0,328,593,16893,3823793.000748641
2006,FLA KEYS,CAR PERE,0,0,328,593,16893,3823793.000748641
2006,FLA KEYS,GIN CIRR,0.66023616782567,0.06679643539049314,328,593,16893,3823793.000748641
2006,FLA KEYS,SPH LEWI,0,0,328,593,16893,3823793.000748641
2006,FLA KEYS,SPH MOKA,0,0,328,593,16893,3823793.000748641
2006,FLA KEYS,SPH TIBU,0,0,328,593,16893,3823793.000748641
2007,FLA KEYS,CAR FALC,6.143246661152379e-4,3.776118065427297e-7,317,614,16893,3823793.000748641
2007,FLA KEYS,CAR LEUC,0,0,317,614,16893,3823793.000748641
2007,FLA KEYS,CAR LIMB,0,0,317,614,16893,3823793.000748641
2007,FLA KEYS,CAR PERE,0.010849902247156738,9.377096597549066e-5,317,614,16893,3823793.000748641
2007,FLA KEYS,GIN CIRR,0.5128111723846278,0.03748602613093639,317,614,16893,3823793.000748641
2007,FLA KEYS,SPH LEWI,0,0,317,614,16893,3823793.000748641
2007,FLA KEYS,SPH MOKA,0,0,317,614,16893,3823793.000748641
2007,FLA KEYS,SPH TIBU,0,0,317,614,16893,3823793.000748641
2008,FLA KEYS,CAR FALC,0,0,376,735,16893,3823793.000748641
2008,FLA KEYS,CAR LEUC,0,0,376,735,16893,3823793.000748641
2008,FLA KEYS,CAR LIMB,0,0,376,735,16893,3823793.000748641
2008,FLA KEYS,CAR PERE,0.020774917403322078,2.2641363244618414e-4,376,735,16893,3823793.000748641
2008,FLA KEYS,GIN CIRR,0.4594520625083556,0.0606230848041095,376,735,16893,3823793.000748641
2008,FLA KEYS,SPH LEWI,0,0,376,735,16893,3823793.000748641
2008,FLA KEYS,SPH MOKA,0,0,376,735,16893,3823793.000748641
2008,FLA KEYS,SPH TIBU,2.0149343906658768e-4,3.8958909008191185e-8,376,735,16893,3823793.000748641
2009,FLA KEYS,CAR FALC,0,0,516,1005,16893,3823793.000748641
2009,FLA KEYS,CAR LEUC,0,0,516,1005,16893,3823793.000748641
2009,FLA KEYS,CAR LIMB,0.0027167257974452545,7.445180738788572e-6,516,1005,16893,3823793.000748641
2009,FLA KEYS,CAR PERE,0.0014321011686534615,2.068859652369759e-6,516,1005,16893,3823793.000748641
2009,FLA KEYS,GIN CIRR,0.38469665768108446,0.017061173687751514,516,1005,16893,3823793.000748641
2009,FLA KEYS,SPH LEWI,0,0,516,1005,16893,3823793.000748641
2009,FLA KEYS,SPH MOKA,0.03117123422093995,9.729649401916971e-4,516,1005,16893,3823793.000748641
2009,FLA KEYS,SPH TIBU,0,0,516,1005,16893,3823793.000748641
2010,FLA KEYS,CAR FALC,0,0,379,740,16893,3823793.000748641
2010,FLA KEYS,CAR LEUC,0,0,379,740,16893,3823793.000748641
2010,FLA KEYS,CAR LIMB,0,0,379,740,16893,3823793.000748641
2010,FLA KEYS,CAR PERE,0,0,379,740,16893,3823793.000748641
2010,FLA KEYS,GIN CIRR,0.2636015953517466,0.01262976632305355,379,740,16893,3823793.000748641
2010,FLA KEYS,SPH LEWI,0,0,379,740,16893,3823793.000748641
2010,FLA KEYS,SPH MOKA,0,0,379,740,16893,3823793.000748641
2010,FLA KEYS,SPH TIBU,0,0,379,740,16893,3823793.000748641
2011,FLA KEYS,CAR FALC,0,0,402,789,16893,3823793.000748641
2011,FLA KEYS,CAR LEUC,0,0,402,789,16893,3823793.000748641
2011,FLA KEYS,CAR LIMB,0,0,402,789,16893,3823793.000748641
2011,FLA KEYS,CAR PERE,0,0,402,789,16893,3823793.000748641
2011,FLA KEYS,GIN CIRR,0.37133694129113287,0.02173505756333242,402,789,16893,3823793.000748641
2011,FLA KEYS,SPH LEWI,0,0,402,789,16893,3823793.000748641
2011,FLA KEYS,SPH MOKA,0,0,402,789,16893,3823793.000748641
2011,FLA KEYS,SPH TIBU,0,0,402,789,16893,3823793.000748641
2012,FLA KEYS,CAR FALC,0,0,416,803,16893,3823793.000748641
2012,FLA KEYS,CAR LEUC,0,0,416,803,16893,3823793.000748641
2012,FLA KEYS,CAR LIMB,0,0,416,803,16893,3823793.000748641
2012,FLA KEYS,CAR PERE,0.002419247342030389,5.904277625078225e-6,416,803,16893,3823793.000748641
2012,FLA KEYS,GIN CIRR,0.15645718059157876,0.0042533942891981305,416,803,16893,3823793.000748641
2012,FLA KEYS,SPH LEWI,0,0,416,803,16893,3823793.000748641
2012,FLA KEYS,SPH MOKA,0,0,416,803,16893,3823793.000748641
2012,FLA KEYS,SPH TIBU,0,0,416,803,16893,3823793.000748641
2014,FLA KEYS,CAR LEUC,0.0061853319274809875,3.820304678603003e-5,432,860,67562,3823227.1165065365
2014,FLA KEYS,CAR PERE,0.012059502388074043,7.83320002221035e-5,432,860,67562,3823227.1165065365
2014,FLA KEYS,GIN CIRR,0.4795579377753102,0.02823381704387514,432,860,67562,3823227.1165065365
2016,FLA KEYS,CAR LEUC,0.007336563781812647,5.401510014056722e-5,405,797,67562,3823227.1165065365
2016,FLA KEYS,CAR LIMB,0.003157937000532904,5.6960740668729176e-6,405,797,67562,3823227.1165065365
2016,FLA KEYS,CAR PERE,0.07371376119787658,0.002238459455612166,405,797,67562,3823227.1165065365
2016,FLA KEYS,GIN CIRR,0.7230603433741528,0.051771764982723616,405,797,67562,3823227.1165065365
